text,intent,labelIndex
i 'd like to go from boston to san francisco,flight,0
i need a flight from baltimore to dallas tomorrow morning,flight,0
what 're the cheapest nonstop flights from new york to miami one way,flight,0
list all flights from orlando to kansas city then to minneapolis,flight,0
in new york i 'll need to rent a car,ground_service,4
i 'd like to know the earliest flight from boston to atlanta,flight,0
could you tell me what the earliest flight that goes between atlanta and denver is which serves a meal,flight,0
show me the flights from san francisco to boston,flight,0
what are the flights from pittsburgh to denver,flight,0
show me all flights from pittsburgh to baltimore on thursday,flight,0
what time does the flight leave denver going to san francisco on continental airlines,flight_time,1
what are the flights available after 3 pm between denver and san francisco,flight,0
show me the flights from baltimore to boston,flight,0
flights from pittsburgh to newark,flight,0
what flight from boston to atlanta arrives earliest in atlanta,flight,0
what is the schedule for flights between pittsburgh and boston on the evening of july ninth,flight_time,1
i 'd like to fly from boston to oakland through denver,flight,0
can you list all flights leaving from st. louis and arriving in milwaukee,flight,0
show me flights from atlanta to washington dc leaving on thursday,flight,0
show me all flights from san francisco to boston philadelphia or baltimore,flight,0
show me the flights arriving at love field,flight,0
do you have a night flight from washington to boston on august twenty seventh,flight,0
show me all flights from san diego to dulles on boeing 767,flight,0
what are the flights from boston to philadelphia,flight,0
all round trip flights between new york and miami coach fare,flight,0
i 'd like a flight from kansas city to los angeles that arrives in los angeles in the late afternoon,flight,0
i 'd like a cheap flight from dallas to baltimore on january first,flight,0
round trip fares from denver to philadelphia under 1000 dollars and pittsburgh to philadelphia under 1000 dollars,airfare,2
from phoenix to las vegas on saturday,flight,0
my destination is san francisco i live in denver i would like a flight on august thirtieth in the morning on any airline that will get me there,flight,0
show me the flights on delta from atlanta in the morning,flight,0
i would like to fly from denver to pittsburgh,flight,0
how can i get from indianapolis to montreal in the evening,flight,0
list all arrivals from any airport to baltimore on thursday morning arriving before 9 am,flight,0
show me the flights from miami to san diego with one stop in denver,flight,0
tell me the last flight from atlanta to philadelphia,flight,0
are there any flights between pittsburgh and baltimore using a j31 aircraft,flight,0
may i please see airlines and flight numbers from new york to toronto on the same date june seventeenth also arriving in toronto before noon thank you,airline+flight_no,17
what are the flights from boston to orlando,flight,0
i need a flight from baltimore to seattle that stops in minneapolis,flight,0
what ground transportation is available in boston,ground_service,4
what is the latest return flight from atlanta to boston,flight,0
could you tell me about flights from philadelphia to dallas that arrives in the early afternoon,flight,0
i need information on flights from kansas city missouri to salt lake city utah i am interested in only those flights on delta airlines,flight,0
i would like a flight from oakland to philadelphia at one in the afternoon arriving at 5 pm,flight,0
is there a round trip flight from atlanta to dallas via denver,flight,0
show me the flights before 8 am on august second from boston to denver on delta,flight,0
what flights are there from baltimore to newark,flight,0
show me all round trip flights between houston and las vegas,flight,0
what flights from pittsburgh to newark after 1020 pm,flight,0
how much does it cost to fly from atlanta to san francisco,airfare,2
what are the flights from san francisco to denver,flight,0
show nonstop flights from new york to miami on a tuesday which cost less than 466 dollars one way,flight,0
what is the most expensive flight from boston to dallas round trip,flight,0
i need a nonstop flight from atlanta to baltimore arriving between 5 pm and 730 pm,flight,0
what is the earliest flight in the morning leaving boston for baltimore,flight,0
show me fares less than 400 dollars for flights from dallas to baltimore,airfare,2
