,text,intent,labelIndex,queryCut,queryCutRMStopWord,queryFinal
7087,i m looking for the show pulse 2: afterlife,SearchCreativeWork,6,"['i', 'm', 'looking', 'for', 'the', 'show', 'pulse', '2', ':', 'afterlife']","['i', 'm', 'looking', 'for', 'the', 'show', 'pulse', '2', ':', 'afterlife']","['i', 'm', 'looking', 'for', 'the', 'show', 'pulse', '2', ':']"
7088,play music on last fm,PlayMusic,0,"['play', 'music', 'on', 'last', 'fm']","['play', 'music', 'on', 'last', 'fm']","['play', 'music', 'on', 'last', 'fm']"
7089,can you play the greatest sarah brightman song,PlayMusic,0,"['can', 'you', 'play', 'the', 'greatest', 'sarah', 'brightman', 'song']","['can', 'you', 'play', 'the', 'greatest', 'sarah', 'brightman', 'song']","['can', 'you', 'play', 'the', 'greatest', 'sarah', 'song']"
7090,i need to reserve a table for my baby and i at a tibetan tavern,BookRestaurant,4,"['i', 'need', 'to', 'reserve', 'a', 'table', 'for', 'my', 'baby', 'and', 'i', 'at', 'a', 'tibetan', 'tavern']","['i', 'need', 'to', 'reserve', 'a', 'table', 'for', 'my', 'baby', 'and', 'i', 'at', 'a', 'tibetan', 'tavern']","['i', 'need', 'to', 'reserve', 'a', 'table', 'for', 'my', 'baby', 'and', 'i', 'at', 'a', 'tavern']"
7091,i would rate the codebreakers a rating of 6 and a value of 2,RateBook,2,"['i', 'would', 'rate', 'the', 'codebreakers', 'a', 'rating', 'of', '6', 'and', 'a', 'value', 'of', '2']","['i', 'would', 'rate', 'the', 'codebreakers', 'a', 'rating', 'of', '6', 'and', 'a', 'value', 'of', '2']","['i', 'would', 'rate', 'the', 'a', 'rating', 'of', '6', 'and', 'a', 'value', 'of', '2']"
7092,find a table at a joint with northern brazilian food in ga,BookRestaurant,4,"['find', 'a', 'table', 'at', 'a', 'joint', 'with', 'northern', 'brazilian', 'food', 'in', 'ga']","['find', 'a', 'table', 'at', 'a', 'joint', 'with', 'northern', 'brazilian', 'food', 'in', 'ga']","['find', 'a', 'table', 'at', 'a', 'joint', 'with', 'northern', 'brazilian', 'food', 'in', 'ga']"
7093,where is the nearest movie house that is playing teaching to see,SearchScreeningEvent,3,"['where', 'is', 'the', 'nearest', 'movie', 'house', 'that', 'is', 'playing', 'teaching', 'to', 'see']","['where', 'is', 'the', 'nearest', 'movie', 'house', 'that', 'is', 'playing', 'teaching', 'to', 'see']","['where', 'is', 'the', 'nearest', 'movie', 'house', 'that', 'is', 'playing', 'to', 'see']"
7094,give one to this novel,RateBook,2,"['give', 'one', 'to', 'this', 'novel']","['give', 'one', 'to', 'this', 'novel']","['give', 'one', 'to', 'this', 'novel']"
7095,show the blue meaning television show,SearchCreativeWork,6,"['show', 'the', 'blue', 'meaning', 'television', 'show']","['show', 'the', 'blue', 'meaning', 'television', 'show']","['show', 'the', 'blue', 'television', 'show']"
7096,what animated movies can i see at malco theatres,SearchScreeningEvent,3,"['what', 'animated', 'movies', 'can', 'i', 'see', 'at', 'malco', 'theatres']","['what', 'animated', 'movies', 'can', 'i', 'see', 'at', 'malco', 'theatres']","['what', 'animated', 'movies', 'can', 'i', 'see', 'at', 'malco', 'theatres']"
7097,what will be the wind speed around pembina gorge state recreation area october the 27th,GetWeather,5,"['what', 'will', 'be', 'the', 'wind', 'speed', 'around', 'pembina', 'gorge', 'state', 'recreation', 'area', 'october', 'the', '27th']","['what', 'will', 'be', 'the', 'wind', 'speed', 'around', 'pembina', 'gorge', 'state', 'recreation', 'area', 'october', 'the', '27th']","['what', 'will', 'be', 'the', 'wind', 'speed', 'around', 'state', 'recreation', 'area', 'october', 'the']"
7098,add the artist gougoush to the soul revived playlist,AddToPlaylist,1,"['add', 'the', 'artist', 'gougoush', 'to', 'the', 'soul', 'revived', 'playlist']","['add', 'the', 'artist', 'gougoush', 'to', 'the', 'soul', 'revived', 'playlist']","['add', 'the', 'artist', 'to', 'the', 'soul', 'revived', 'playlist']"
7099,book a table for 5 at a pub during my macedonia trip that serves czech food ,BookRestaurant,4,"['book', 'a', 'table', 'for', '5', 'at', 'a', 'pub', 'during', 'my', 'macedonia', 'trip', 'that', 'serves', 'czech', 'food']","['book', 'a', 'table', 'for', '5', 'at', 'a', 'pub', 'during', 'my', 'macedonia', 'trip', 'that', 'serves', 'czech', 'food']","['book', 'a', 'table', 'for', '5', 'at', 'a', 'pub', 'during', 'my', 'macedonia', 'trip', 'that', 'serves', 'food']"
7100,i want to find the very best of chicago: only the beginning,SearchCreativeWork,6,"['i', 'want', 'to', 'find', 'the', 'very', 'best', 'of', 'chicago', ':', 'only', 'the', 'beginning']","['i', 'want', 'to', 'find', 'the', 'very', 'best', 'of', 'chicago', ':', 'only', 'the', 'beginning']","['i', 'want', 'to', 'find', 'the', 'very', 'best', 'of', 'chicago', ':', 'only', 'the', 'beginning']"
7101,play greatest chant music from beni arashiro,PlayMusic,0,"['play', 'greatest', 'chant', 'music', 'from', 'beni', 'arashiro']","['play', 'greatest', 'chant', 'music', 'from', 'beni', 'arashiro']","['play', 'greatest', 'chant', 'music', 'from']"
7102,what is the weather like in montchanin  nv,GetWeather,5,"['what', 'is', 'the', 'weather', 'like', 'in', 'montchanin', 'nv']","['what', 'is', 'the', 'weather', 'like', 'in', 'montchanin', 'nv']","['what', 'is', 'the', 'weather', 'like', 'in', 'nv']"
7103,find animated movies nearby,SearchScreeningEvent,3,"['find', 'animated', 'movies', 'nearby']","['find', 'animated', 'movies', 'nearby']","['find', 'animated', 'movies', 'nearby']"
7104,add artist abdel halim hafez to my conexiones playlist,AddToPlaylist,1,"['add', 'artist', 'abdel', 'halim', 'hafez', 'to', 'my', 'conexiones', 'playlist']","['add', 'artist', 'abdel', 'halim', 'hafez', 'to', 'my', 'conexiones', 'playlist']","['add', 'artist', 'to', 'my', 'conexiones', 'playlist']"
7105,i m in tuolumne city and want fast food for a party of eight ,BookRestaurant,4,"['i', 'm', 'in', 'tuolumne', 'city', 'and', 'want', 'fast', 'food', 'for', 'a', 'party', 'of', 'eight']","['i', 'm', 'in', 'tuolumne', 'city', 'and', 'want', 'fast', 'food', 'for', 'a', 'party', 'of', 'eight']","['i', 'm', 'in', 'city', 'and', 'want', 'fast', 'food', 'for', 'a', 'party', 'of', 'eight']"
7106,what is the weather like in phnom sankos wildlife sanctuary,GetWeather,5,"['what', 'is', 'the', 'weather', 'like', 'in', 'phnom', 'sankos', 'wildlife', 'sanctuary']","['what', 'is', 'the', 'weather', 'like', 'in', 'phnom', 'sankos', 'wildlife', 'sanctuary']","['what', 'is', 'the', 'weather', 'like', 'in', 'wildlife', 'sanctuary']"
7107,make me a reservation that serves kebab at a delicatessen in ambler,BookRestaurant,4,"['make', 'me', 'a', 'reservation', 'that', 'serves', 'kebab', 'at', 'a', 'delicatessen', 'in', 'ambler']","['make', 'me', 'a', 'reservation', 'that', 'serves', 'kebab', 'at', 'a', 'delicatessen', 'in', 'ambler']","['make', 'me', 'a', 'reservation', 'that', 'serves', 'at', 'a', 'delicatessen', 'in']"
7108,can you find me the assassination of jesse james by the coward robert ford saga,SearchCreativeWork,6,"['can', 'you', 'find', 'me', 'the', 'assassination', 'of', 'jesse', 'james', 'by', 'the', 'coward', 'robert', 'ford', 'saga']","['can', 'you', 'find', 'me', 'the', 'assassination', 'of', 'jesse', 'james', 'by', 'the', 'coward', 'robert', 'ford', 'saga']","['can', 'you', 'find', 'me', 'the', 'of', 'james', 'by', 'the', 'robert', 'ford', 'saga']"
7109,book a bakery that serves souvlaki for tomorrow ,BookRestaurant,4,"['book', 'a', 'bakery', 'that', 'serves', 'souvlaki', 'for', 'tomorrow']","['book', 'a', 'bakery', 'that', 'serves', 'souvlaki', 'for', 'tomorrow']","['book', 'a', 'bakery', 'that', 'serves', 'souvlaki', 'for', 'tomorrow']"
7110,give this saga a 4,RateBook,2,"['give', 'this', 'saga', 'a', '4']","['give', 'this', 'saga', 'a', '4']","['give', 'this', 'saga', 'a', '4']"
7111,what is the weather forecast for kinbrae,GetWeather,5,"['what', 'is', 'the', 'weather', 'forecast', 'for', 'kinbrae']","['what', 'is', 'the', 'weather', 'forecast', 'for', 'kinbrae']","['what', 'is', 'the', 'weather', 'forecast', 'for']"
7112,show me the photograph rock you baby,SearchCreativeWork,6,"['show', 'me', 'the', 'photograph', 'rock', 'you', 'baby']","['show', 'me', 'the', 'photograph', 'rock', 'you', 'baby']","['show', 'me', 'the', 'photograph', 'rock', 'you', 'baby']"
7113,take me to the top-rated taverna in sealy for trattoria next week for 5,BookRestaurant,4,"['take', 'me', 'to', 'the', 'top-rated', 'taverna', 'in', 'sealy', 'for', 'trattoria', 'next', 'week', 'for', '5']","['take', 'me', 'to', 'the', 'top-rated', 'taverna', 'in', 'sealy', 'for', 'trattoria', 'next', 'week', 'for', '5']","['take', 'me', 'to', 'the', 'top-rated', 'taverna', 'in', 'for', 'next', 'week', 'for', '5']"
7114,put this tune on guest list take,AddToPlaylist,1,"['put', 'this', 'tune', 'on', 'guest', 'list', 'take']","['put', 'this', 'tune', 'on', 'guest', 'list', 'take']","['put', 'this', 'tune', 'on', 'guest', 'list', 'take']"
7115,rate the current essay 5 of 6 points,RateBook,2,"['rate', 'the', 'current', 'essay', '5', 'of', '6', 'points']","['rate', 'the', 'current', 'essay', '5', 'of', '6', 'points']","['rate', 'the', 'current', 'essay', '5', 'of', '6', 'points']"
7116,play a song from helena iren michaelsen on spotify,PlayMusic,0,"['play', 'a', 'song', 'from', 'helena', 'iren', 'michaelsen', 'on', 'spotify']","['play', 'a', 'song', 'from', 'helena', 'iren', 'michaelsen', 'on', 'spotify']","['play', 'a', 'song', 'from', 'helena', 'on', 'spotify']"
7117,book now at a bakery at a spa,BookRestaurant,4,"['book', 'now', 'at', 'a', 'bakery', 'at', 'a', 'spa']","['book', 'now', 'at', 'a', 'bakery', 'at', 'a', 'spa']","['book', 'now', 'at', 'a', 'bakery', 'at', 'a', 'spa']"
7118,will it be warmer at sunrise in jeffrey city,GetWeather,5,"['will', 'it', 'be', 'warmer', 'at', 'sunrise', 'in', 'jeffrey', 'city']","['will', 'it', 'be', 'warmer', 'at', 'sunrise', 'in', 'jeffrey', 'city']","['will', 'it', 'be', 'warmer', 'at', 'sunrise', 'in', 'city']"
7119,play playlist riveting ,PlayMusic,0,"['play', 'playlist', 'riveting']","['play', 'playlist', 'riveting']","['play', 'playlist']"
7120,what will the weather be at noon in durbin oh,GetWeather,5,"['what', 'will', 'the', 'weather', 'be', 'at', 'noon', 'in', 'durbin', 'oh']","['what', 'will', 'the', 'weather', 'be', 'at', 'noon', 'in', 'durbin', 'oh']","['what', 'will', 'the', 'weather', 'be', 'at', 'noon', 'in', 'oh']"
7121,what do the movie schedules at b&b theatres look like,SearchScreeningEvent,3,"['what', 'do', 'the', 'movie', 'schedules', 'at', 'b', '&', 'b', 'theatres', 'look', 'like']","['what', 'do', 'the', 'movie', 'schedules', 'at', 'b', '&', 'b', 'theatres', 'look', 'like']","['what', 'do', 'the', 'movie', 'schedules', 'at', 'b', '&', 'b', 'theatres', 'look', 'like']"
7122,find a television show called tiny dancer,SearchCreativeWork,6,"['find', 'a', 'television', 'show', 'called', 'tiny', 'dancer']","['find', 'a', 'television', 'show', 'called', 'tiny', 'dancer']","['find', 'a', 'television', 'show', 'called']"
7123,i want a table for eight in yakima rhode island,BookRestaurant,4,"['i', 'want', 'a', 'table', 'for', 'eight', 'in', 'yakima', 'rhode', 'island']","['i', 'want', 'a', 'table', 'for', 'eight', 'in', 'yakima', 'rhode', 'island']","['i', 'want', 'a', 'table', 'for', 'eight', 'in', 'rhode', 'island']"
7124,list all the movies playing in the area now ,SearchScreeningEvent,3,"['list', 'all', 'the', 'movies', 'playing', 'in', 'the', 'area', 'now']","['list', 'all', 'the', 'movies', 'playing', 'in', 'the', 'area', 'now']","['list', 'all', 'the', 'movies', 'playing', 'in', 'the', 'area', 'now']"
7125,can you put this track onto classic jazz funk,AddToPlaylist,1,"['can', 'you', 'put', 'this', 'track', 'onto', 'classic', 'jazz', 'funk']","['can', 'you', 'put', 'this', 'track', 'onto', 'classic', 'jazz', 'funk']","['can', 'you', 'put', 'this', 'track', 'onto', 'classic', 'jazz', 'funk']"
7126,please add chris frantz to pop rising list,AddToPlaylist,1,"['please', 'add', 'chris', 'frantz', 'to', 'pop', 'rising', 'list']","['please', 'add', 'chris', 'frantz', 'to', 'pop', 'rising', 'list']","['please', 'add', 'chris', 'to', 'pop', 'rising', 'list']"
7127,show me the schedule of dead snow,SearchScreeningEvent,3,"['show', 'me', 'the', 'schedule', 'of', 'dead', 'snow']","['show', 'me', 'the', 'schedule', 'of', 'dead', 'snow']","['show', 'me', 'the', 'schedule', 'of', 'dead', 'snow']"
7128,what is the overcast forecast for torrey pines state beach,GetWeather,5,"['what', 'is', 'the', 'overcast', 'forecast', 'for', 'torrey', 'pines', 'state', 'beach']","['what', 'is', 'the', 'overcast', 'forecast', 'for', 'torrey', 'pines', 'state', 'beach']","['what', 'is', 'the', 'overcast', 'forecast', 'for', 'state', 'beach']"
7129,will the weather be warm far from niger at 15 o clock,GetWeather,5,"['will', 'the', 'weather', 'be', 'warm', 'far', 'from', 'niger', 'at', '15', 'o', 'clock']","['will', 'the', 'weather', 'be', 'warm', 'far', 'from', 'niger', 'at', '15', 'o', 'clock']","['will', 'the', 'weather', 'be', 'warm', 'far', 'from', 'niger', 'at', '15', 'o', 'clock']"
7130,i want to listen to the soundtrack and then there was light,SearchCreativeWork,6,"['i', 'want', 'to', 'listen', 'to', 'the', 'soundtrack', 'and', 'then', 'there', 'was', 'light']","['i', 'want', 'to', 'listen', 'to', 'the', 'soundtrack', 'and', 'then', 'there', 'was', 'light']","['i', 'want', 'to', 'listen', 'to', 'the', 'soundtrack', 'and', 'then', 'there', 'was', 'light']"
7131,i d like to watch movies at amco entertainment,SearchScreeningEvent,3,"['i', 'd', 'like', 'to', 'watch', 'movies', 'at', 'amco', 'entertainment']","['i', 'd', 'like', 'to', 'watch', 'movies', 'at', 'amco', 'entertainment']","['i', 'd', 'like', 'to', 'watch', 'movies', 'at', 'amco', 'entertainment']"
7132,rate the next essay five of 6,RateBook,2,"['rate', 'the', 'next', 'essay', 'five', 'of', '6']","['rate', 'the', 'next', 'essay', 'five', 'of', '6']","['rate', 'the', 'next', 'essay', 'five', 'of', '6']"
7133,i d like to eat at the best restaurant in coalton,BookRestaurant,4,"['i', 'd', 'like', 'to', 'eat', 'at', 'the', 'best', 'restaurant', 'in', 'coalton']","['i', 'd', 'like', 'to', 'eat', 'at', 'the', 'best', 'restaurant', 'in', 'coalton']","['i', 'd', 'like', 'to', 'eat', 'at', 'the', 'best', 'restaurant', 'in']"
7134,when was the album start a fire released,SearchCreativeWork,6,"['when', 'was', 'the', 'album', 'start', 'a', 'fire', 'released']","['when', 'was', 'the', 'album', 'start', 'a', 'fire', 'released']","['when', 'was', 'the', 'album', 'start', 'a', 'fire', 'released']"
7135,play music by artist mark ashley,PlayMusic,0,"['play', 'music', 'by', 'artist', 'mark', 'ashley']","['play', 'music', 'by', 'artist', 'mark', 'ashley']","['play', 'music', 'by', 'artist', 'mark', 'ashley']"
7136,i want to play the game guitar heaven     the greatest guitar classics of all time,SearchCreativeWork,6,"['i', 'want', 'to', 'play', 'the', 'game', 'guitar', 'heaven', 'the', 'greatest', 'guitar', 'classics', 'of', 'all', 'time']","['i', 'want', 'to', 'play', 'the', 'game', 'guitar', 'heaven', 'the', 'greatest', 'guitar', 'classics', 'of', 'all', 'time']","['i', 'want', 'to', 'play', 'the', 'game', 'guitar', 'heaven', 'the', 'greatest', 'guitar', 'classics', 'of', 'all', 'time']"
7137,what s the weather in piperton rwanda,GetWeather,5,"['what', 's', 'the', 'weather', 'in', 'piperton', 'rwanda']","['what', 's', 'the', 'weather', 'in', 'piperton', 'rwanda']","['what', 's', 'the', 'weather', 'in', 'rwanda']"
7138,add lisa to my playlist street dance,AddToPlaylist,1,"['add', 'lisa', 'to', 'my', 'playlist', 'street', 'dance']","['add', 'lisa', 'to', 'my', 'playlist', 'street', 'dance']","['add', 'lisa', 'to', 'my', 'playlist', 'street', 'dance']"
7139,show movie crossgenesis,SearchCreativeWork,6,"['show', 'movie', 'crossgenesis']","['show', 'movie', 'crossgenesis']","['show', 'movie']"
7140,add the artist to my southern gothic playlist,AddToPlaylist,1,"['add', 'the', 'artist', 'to', 'my', 'southern', 'gothic', 'playlist']","['add', 'the', 'artist', 'to', 'my', 'southern', 'gothic', 'playlist']","['add', 'the', 'artist', 'to', 'my', 'southern', 'gothic', 'playlist']"
7141,what is the weather forecast for new mexico,GetWeather,5,"['what', 'is', 'the', 'weather', 'forecast', 'for', 'new', 'mexico']","['what', 'is', 'the', 'weather', 'forecast', 'for', 'new', 'mexico']","['what', 'is', 'the', 'weather', 'forecast', 'for', 'new', 'mexico']"
7142,play a sixties song ,PlayMusic,0,"['play', 'a', 'sixties', 'song']","['play', 'a', 'sixties', 'song']","['play', 'a', 'sixties', 'song']"
7143,search for the dark side of the mind movie,SearchCreativeWork,6,"['search', 'for', 'the', 'dark', 'side', 'of', 'the', 'mind', 'movie']","['search', 'for', 'the', 'dark', 'side', 'of', 'the', 'mind', 'movie']","['search', 'for', 'the', 'dark', 'side', 'of', 'the', 'mind', 'movie']"
7144,show the minutes to midnight photograph,SearchCreativeWork,6,"['show', 'the', 'minutes', 'to', 'midnight', 'photograph']","['show', 'the', 'minutes', 'to', 'midnight', 'photograph']","['show', 'the', 'minutes', 'to', 'midnight', 'photograph']"
7145,is it warm in califon  tunisia,GetWeather,5,"['is', 'it', 'warm', 'in', 'califon', 'tunisia']","['is', 'it', 'warm', 'in', 'califon', 'tunisia']","['is', 'it', 'warm', 'in', 'tunisia']"
7146,find movie schedule in pacific theatres,SearchScreeningEvent,3,"['find', 'movie', 'schedule', 'in', 'pacific', 'theatres']","['find', 'movie', 'schedule', 'in', 'pacific', 'theatres']","['find', 'movie', 'schedule', 'in', 'pacific', 'theatres']"
7147,i rate the current textbook a 0 of 6,RateBook,2,"['i', 'rate', 'the', 'current', 'textbook', 'a', '0', 'of', '6']","['i', 'rate', 'the', 'current', 'textbook', 'a', '0', 'of', '6']","['i', 'rate', 'the', 'current', 'textbook', 'a', '0', 'of', '6']"
7148,put journey to love onto hip hop 2017 new school ,AddToPlaylist,1,"['put', 'journey', 'to', 'love', 'onto', 'hip', 'hop', '2017', 'new', 'school']","['put', 'journey', 'to', 'love', 'onto', 'hip', 'hop', '2017', 'new', 'school']","['put', 'journey', 'to', 'love', 'onto', 'hip', 'hop', '2017', 'new', 'school']"
7149,i want to view the picture in old monterey ,SearchCreativeWork,6,"['i', 'want', 'to', 'view', 'the', 'picture', 'in', 'old', 'monterey']","['i', 'want', 'to', 'view', 'the', 'picture', 'in', 'old', 'monterey']","['i', 'want', 'to', 'view', 'the', 'picture', 'in', 'old', 'monterey']"
